TaxonName,Author
Plumeria pudica,Jacq.
Plumeria rubra,L.
Plumeria subsessilis,A.DC.
Plumeria trinitensis,Britton
Plumeria trouinensis,Urb. & Ekman
Plumeria tuberculata,G.Lodd.
Plutarchia dichogama,(Cuatrec.) Sleumer
Podachaenium chiapanum,B.L.Turner & Panero
Podachaenium eminens,(Lag.) Sch.Bip. ex Sch.Bip.
Podachaenium salvadorense,Pruski
Podachaenium standleyi,(Steyerm.) B.L.Turner & Panero
Podadenia sapida,Thwaites
Podalyria calyptrata,(Retz.) Willd.
Podalyria lanceolata,(E.Mey.) Benth.
Podocalyx loranthoides,Klotzsch
Podocarpus acuminatus,de Laub.
Podocarpus affinis,Seem.
Podocarpus aracensis,de Laub. & Silba
Podocarpus archboldii,N.E.Gray
Podocarpus atjehensis,(Wasscher) de Laub.
Podocarpus borneensis,de Laub.
Podocarpus bracteatus,Blume
Podocarpus brasiliensis,de Laub.
Podocarpus brassii,Pilg.
Podocarpus capuronii,de Laub.
Podocarpus celatus,de Laub.
Podocarpus chingianus,S.Y.Hu
Podocarpus confertus,de Laub.
Podocarpus coriaceus,Rich.
Podocarpus costalis,C.Presl
Podocarpus costaricensis,de Laub.
Podocarpus crassigemmis,de Laub.
Podocarpus deflexus,Ridl.
Podocarpus degeneri,(N.E.Gray) de Laub.
Podocarpus dispermus,C.T.White
Podocarpus ekmanii,Urb.
Podocarpus elatus,R.Br. ex Endl.
Podocarpus elongatus,(Aiton) L'Hér. ex Pers.
Podocarpus fasciculus,de Laub.
Podocarpus gibbsiae,N.E.Gray
Podocarpus glaucus,Foxw.
Podocarpus globulus,de Laub.
Podocarpus glomeratus,D.Don
Podocarpus grayae,de Laub.
Podocarpus guatemalensis,Standl.
Podocarpus henkelii,Stapf ex Dallim. & B.D.Jacks.
Podocarpus hispaniolensis,de Laub.
Podocarpus humbertii,de Laub.
Podocarpus insularis,de Laub.
Podocarpus laetus,Hooibr. ex Endl.
Podocarpus lambertii,Klotzsch ex Endl.
Podocarpus latifolius,(Thunb.) R.Br. ex Mirb.
Podocarpus laubenfelsii,Tiong
Podocarpus ledermannii,Pilg.
Podocarpus levis,de Laub.
Podocarpus longifoliolatus,Pilg.
Podocarpus lophatus,de Laub.
Podocarpus lucienii,de Laub.
Podocarpus macrocarpus,de Laub.
Podocarpus macrophyllus,(Thunb.) Sweet
Podocarpus madagascariensis,Baker
Podocarpus magnifolius,J.Buchholz & N.E.Gray
Podocarpus matudae,Lundell
Podocarpus micropedunculatus,de Laub.
Podocarpus milanjianus,Rendle
Podocarpus nakaii,Hayata
Podocarpus neriifolius,D.Don
Podocarpus nubigenus,Lindl.
Podocarpus oleifolius,D.Don
Podocarpus orarius,R.R.Mill & M.Whiting
Podocarpus palawanensis,de Laub. & Silba
Podocarpus pallidus,N.E. Gray
Podocarpus parlatorei,Pilg.
Podocarpus pendulifolius,J.Buchholz & N.E.Gray
Podocarpus perrieri,Gaussen & Woltz
Podocarpus pilgeri,Foxw.
Podocarpus polyspermus,de Laub.
Podocarpus polystachyus,R.Br. ex Endl.
Podocarpus pseudobracteatus,de Laub.
Podocarpus purdieanus,Hook.
Podocarpus ramosii,R.R.Mill
Podocarpus ridleyi,(Wasscher) N.E.Gray
Podocarpus roraimae,Pilg.
Podocarpus rostratus,J.Laurent
Podocarpus rubens,de Laub.
Podocarpus rumphii,Blume
Podocarpus rusbyi,J.Buchholz & N.E.Gray
Podocarpus salicifolius,Klotzsch & H.Karst. ex Endl.
Podocarpus salignus,D.Don
Podocarpus salomoniensis,Wasscher
Podocarpus sellowii,Klotzsch ex Endl.
Podocarpus smithii,de Laub.
Podocarpus spathoides,de Laub.
Podocarpus sprucei,Parl.
Podocarpus steyermarkii,J.Buchholz & N.E.Gray
Podocarpus subtropicalis,de Laub.
Podocarpus sylvestris,J.Buchholz
Podocarpus tepuiensis,J.Buchholz & N.E.Gray
Podocarpus teysmannii,Miq.
Podocarpus totara,G.Benn. ex D.Don
Podocarpus transiens,(Pilg.) de Laub.
Podocarpus trinitensis,J.Buchholz & N.E.Gray
Podocarpus urbanii,Pilg.
Podonephelium concolor,Radlk.
Podonephelium cristagalli,"Munzinger , Lowry , Callm. & Buerki"
Podonephelium davidsonii,"Munzinger , Lowry , Callm. & Buerki"
Podonephelium gongrocarpum,"(Radlk ) Munzinger, Lowry, Callm. & Buerki"
Podonephelium homei,(Seem.) Radlk
Podonephelium pachycaule,"Munzinger, Lowry, Callm. & Buerki"
Podonephelium parvifolium,Radlk.
Podonephelium plicatum,"Munzinger, Lowry , Callm. & Buerki"
Podonephelium subaequilaterum,Radlk.
Podopterus guatemalensis,S.F. Blake
Podopterus mexicanus,Bonpl.
Poecilandra retusa,Tul.
Poecilanthe falcata,(Vell.) Heringer
Poecilanthe fluminensis,Meireles & H.C.Lima
Poecilanthe grandiflora,Benth.
Poecilanthe hostmannii,(Benth.) Amshoff
Poecilanthe itapuana,G.P. Lewis
Poecilanthe ovalifolia,Kleinhoonte
Poecilanthe parviflora,Benth.
Poecilanthe subcordata,Benth.
Poecilanthe ulei,(Harms) Arroyo & Rudd
Poeciloneuron indicum,Bedd.
Poeciloneuron pauciflorum,Bedd.
Poeppigia procera,(Poepp. ex Spreng.) C.Presl
Poga oleosa,Pierre
Poggea alata,Gürke
Pogonophora letouzeyi,Feuillet
Pogonophora schomburgkiana,Miers ex Benth.
Pogonopus exsertus,(Oerst.) Oerst.
Pogonopus speciosus,(Jacq.) K.Schum.
Pogonopus tubulosus,(A.Rich. ex DC.) K.Schum.
Poitea carinalis,(Griseb.) Lavin
Poitea florida,(Vahl) Lavin
Poitea galegoides,Vent.
Poitea glyciphylla,(Poir.) Urb.
Poitea multiflora,(Sw.) Urb.
Poitea punicea,(Urb.) Lavin
Polaskia chende,Gibson & Horak
Polaskia chichipe,(Gosselin) Backeb.
Polemannia montana,Schltr. & H.Wolff
Polemanniopsis marlothii,(H. Wolff ex Engl.) B.L. Burtt
Poliothyrsis sinensis,Oliv.
Polyalthia angustissima,Ridl.
Polyalthia borneensis,Merr.
Polyalthia bromantha,I.M.Turner
Polyalthia bullata,King
Polyalthia cauliflora,Hook.f. & Thomson
Polyalthia charitopoda,I.M.Turner
Polyalthia chrysotricha,Ridl.
Polyalthia cinnamomea,Hook.f. & Thomson
Polyalthia congesta,(Ridl.) J.Sinclair
Polyalthia corticosa,Finet & Gagnep
Polyalthia dictyoneura,Diels
Polyalthia dolichopoda,I.M.Turner
Polyalthia elliptica,(Blume) Blume
Polyalthia endertii,D.M.Johnson
Polyalthia evecta,Finet & Gagnep
Polyalthia flagellaris,(Becc.) Airy Shaw
Polyalthia gracilicolumnaris,"H.Okada, Tsukaya & M.Suleiman"
Polyalthia hirtifolia,J.Sinclair
Polyalthia ichthyosma,I.M.Turner
Polyalthia igniflora,D.M.Johnson
Polyalthia insignis,(Hook.f.) Airy Shaw
Polyalthia kanchanaburiana,Khumch. & Thongp
Polyalthia kinabaluensis,I.M.Turner
Polyalthia lancilimba,C.Y. Wu ex P.T. Li
Polyalthia lasioclada,I.M.Turner
Polyalthia lateriflora,(Blume) Kurz
Polyalthia lateritia,J.Sinclair
Polyalthia littoralis,(Blume) Boerl.
Polyalthia longirostris,(Scheff.) B.Xue & R.M.K.Saunders
Polyalthia malabarica,(Bedd.) I.M.Turner
Polyalthia merrillii,Kaneh.
Polyalthia microsepala,Diels
Polyalthia microtus,Miq.
Polyalthia miliusoides,I.M.Turner
Polyalthia monocarpioides,I.M.Turner
Polyalthia montis-silam,D.M.Johnson
Polyalthia motleyana,(Hook.f.) Airy Shaw
Polyalthia myristica,I.M.Turner
Polyalthia obliqua,Hook.f. & Thomson
Polyalthia oblonga,King
Polyalthia pingpienensis,P.T. Li
Polyalthia polyphlebia,Diels
Polyalthia rufescens,Hook.f. & Thomson
Polyalthia saprosma,I.M.Turner
Polyalthia socia,Craib
Polyalthia spathulata,(Teijsm. & Binn.) Boerl.
Polyalthia stenopetala,(Hook.f. & Thomson) Finet & Gagnep.
Polyalthia stenophylla,I.M.Turner
Polyalthia subcordata,(Blume) Blume
Polyalthia suberosa,(Roxb.) Thwaites
Polyalthia tipuliflora,D.M.Johnson
Polyalthia trochilia,I.M.Turner
Polyalthia watui,K.M.Wong
Polyalthiopsis chinensis,(S.K.Wu & P.T.Li) B.Xue & Y.H.Tan
Polyalthiopsis floribunda,(Jovet-Ast) Chaowasku
Polyalthiopsis verrucipes,(C.Y.Wu ex P.T.Li) B.Xue & Y.H.Tan
Polycardia aquifolium,Tul.
Polycardia libera,O. Hoffm.
Polycardia phyllanthoides,(Lam.) DC.
Polyceratocarpus angustifolius,Paiva
Polyceratocarpus askhambryan-iringae,A.R.Marshall & D.M.Johnson
Polyceratocarpus gossweileri,(Exell) Paiva
Polyceratocarpus laurifolius,Paiva
Polyceratocarpus microtrichus,(Engl. & Diels) Ghesq. ex Pellegr.
Polyceratocarpus parviflorus,(Baker f.) Ghesq.
Polyceratocarpus pellegrinii,Le Thomas
Polyceratocarpus scheffleri,Engl. & Diels
Polygala arillata,Buch.-Ham. ex D. Don
Polygala cowellii,(Britton) S.F.Blake
Polygala cuneata,(Griseb.) S.F. Blake
Polygala didyma,C.Y. Wu
Polygala fallax,Hemsl.
Polygala gazensis,Baker f.
Polygala jamaicensis,Chodat
Polygala kradungensis,H.Koyama
Polygala teretifolia,L.f.
Polygala wattersii,Hance
Polygonanthus amazonicus,Ducke
Polygonanthus punctulatus,Kuhlm.
Polylepis australis,Bitter
Polylepis besseri,Hieron.
Polylepis canoi,W.Mend.
Polylepis crista-galli,Bitter
Polylepis flavipila,(Bitter) M.Kessler & Schmidt-Leb.
Polylepis hieronymi,Pilg.
Polylepis incana,Kunth
Polylepis incarum,(Bitter) M.Kessler & Schmidt-Leb.
Polylepis lanata,(Kuntze) M.Kessler & Schmidt-Leb.
Polylepis lanuginosa,Kunth
Polylepis microphylla,(Wedd.) Bitter
Polylepis multijuga,Pilg.
Polylepis neglecta,M.Kessler
Polylepis pacensis,M.Kessler & Schmidt-Leb.
Polylepis pauta,Hieron.
Polylepis pepei,B.B.Simpson
Polylepis racemosa,Ruiz & Pav.
Polylepis reticulata,Hieron.
Polylepis sericea,Wedd.
Polylepis subsericans,J.F.Macbr.
Polylepis subtusalbida,(Bitter) M.Kessler & Schmidt-Leb.
Polylepis tarapacana,Phil.
Polylepis tomentella,Wedd.
Polylepis triacontandra,Bitter
Polylepis weberbaueri,Pilg.
Polyosma adangensis,Craib
Polyosma alangiacea,F.Muell.
Polyosma borneensis,Schltr.
Polyosma cambodiana,Gagnep.
Polyosma cunninghamii,Benn.
Polyosma elongata,Geddes
Polyosma fasciculata,Ridl.
Polyosma forbesii,Valeton ex Lauterb.
Polyosma fragrans,Benn.
Polyosma glaucescens,Ridl.
Polyosma hirsuta,C.T.White
Polyosma ilicifolia,Blume
Polyosma integrifolia,Blume
Polyosma kingiana,Schltr.
Polyosma laetevirens,Griff. ex C.B.Clarke
Polyosma latifolia,Schltr.
Polyosma le-ratii,Guillaumin
Polyosma longepedicellata,King
Polyosma maliauensis,Saw
Polyosma mutabilis,Blume
Polyosma pancheri,Baill.
Polyosma parviflora,King
Polyosma penibukanensis,Heine
Polyosma pilosa,Esser
Polyosma rhytiphloia,C.T.White & W.D.Francis
Polyosma ridleyi,King
Polyosma robusta,(Ridl.) Saw
Polyosma scortechinii,King
Polyosma wallichii,Benn.
Polyscias aculeata,(Decne. & Planch.) Harms
Polyscias acuminata,(Wight) Seem.
Polyscias aemiliguineae,Bernardi
Polyscias aequatoguineensis,Lejoly & Lisowski
Polyscias aherniana,(Merr.) Lowry & G.M.Plunkett
Polyscias albersiana,Harms
Polyscias amplifolia,(Baker) Harms
Polyscias anacardium,Bernardi
Polyscias andraerum,Bernardi
Polyscias angustifolia,(Ridl.) Lowry & G.M.Plunkett
Polyscias ariadnes,Bernardi
Polyscias ashtonii,(Philipson) Lowry & G.M.Plunkett
Polyscias australiana,(F.Muell.) Philipson
Polyscias baehniana,(Bernardi) Bernardi
Polyscias balansae,(Baill.) Harms
Polyscias balfouriana,(André) L.H.Bailey
Polyscias belensis,Philipson
Polyscias bernieri,(Baill. ex Drake) R.Vig.
Polyscias biformis,(Philipson) Lowry & G.M.Plunkett
Polyscias bipinnata,(Gibbs) Philipson
Polyscias bisattenuata,(Sherff) Lowry & G.M.Plunkett
Polyscias boivinii,(Seem.) Bernardi
Polyscias borbonica,Marais
Polyscias borneensis,Philipson
Polyscias bracteata,(R.Vig.) Lowry
Polyscias briquetiana,(Bernardi) Lowry & G.M.Plunkett
Polyscias carolorum,Bernardi
Polyscias cenabrei,(Merr.) Lowry & G.M.Plunkett
Polyscias chapelieri,(Drake) Harms ex R.Vig.
Polyscias cissiflora,(Baker) Harms
Polyscias cissodendron,(C.Moore & F.Muell.) Harms
Polyscias collina,(Philipson) Lowry & G.M.Plunkett
Polyscias compacta,Lowry & G.M.Plunkett
Polyscias confertifolia,(Baker) Harms
Polyscias coriacea,Marais
Polyscias corticata,Gibbs
Polyscias crassa,(Hemsl.) Lowry & G.M.Plunkett
Polyscias crenata,(Pancher & Sebert) Frodin
Polyscias culminicola,A.C.Sm.
Polyscias cumingiana,(C.Presl) Fern.-Vill.
Polyscias cussonioides,(Drake) Bernardi
Polyscias cutispongia,(Lam.) Baker
Polyscias dichrostachya,Baker
Polyscias dioica,(Vieill. ex Pancher & Sebert) Harms
Polyscias diversifolia,(Blume) Lowry & G.M.Plunkett
Polyscias duplicata,(Thouars ex Baill.) Lowry & G.M.Plunkett
Polyscias elegans,(C.Moore & F.Muell.) Harms
Polyscias elliptica,(Blume) Lowry & G.M.Plunkett
Polyscias engganoense,(Philipson) Lowry & G.M.Plunkett
Polyscias farinosa,(Delile) Harms
Polyscias felicis,Bernardi
Polyscias floccosa,(Drake) Bernardi
Polyscias florosa,Philipson
Polyscias flynnii,(Lowry & K.R.Wood) Lowry & G.M.Plunkett
Polyscias fraxinifolia,(Baker) R.Vig.
Polyscias fruticosa,(L.) Harms
Polyscias fulva,(Hiern) Harms
Polyscias gracilis,Marais
Polyscias guilfoylei,(W.Bull) L.H.Bailey
Polyscias gymnocarpa,(Hillebr.) Lowry & G.M.Plunkett
Polyscias havilandii,(Ridl.) Lowry & G.M.Plunkett
Polyscias hawaiensis,(A.Gray) Lowry & G.M.Plunkett
Polyscias heineana,Bernardi
Polyscias humbertiana,(Bernardi) Lowry & G.M.Plunkett
Polyscias jackiana,(G.Don) Lowry & G.M.Plunkett
Polyscias javanica,Koord. & Valeton
Polyscias joskei,Gibbs
Polyscias kalabenonensis,Lowry & Callm.
Polyscias kavaiensis,(H.Mann) Lowry & G.M.Plunkett
Polyscias kikuyuensis,Summerh.
Polyscias kivuensis,Bamps
Polyscias kjellbergii,(Philipson) Lowry & G.M.Plunkett
Polyscias leandriana,(Bernardi) Lowry & G.M.Plunkett
Polyscias lecardii,(R.Vig.) Lowry
Polyscias ledermannii,Harms
Polyscias letestui,C.Norman
Polyscias lionnetii,(F.Friedmann) Lowry & G.M.Plunkett
Polyscias lydgatei,(Hillebr.) Lowry & G.M.Plunkett
Polyscias macgillivrayi,(Benth.) Harms
Polyscias mackeei,Lowry & G.M.Plunkett
Polyscias macranthum,(Philipson) Lowry & G.M.Plunkett
Polyscias macrocarpa,(Philipson & Bui) Lowry & G.M.Plunkett
Polyscias madagascariensis,(Seem.) Harms
Polyscias maraisiana,Lowry & G.M.Plunkett
Polyscias maralia,(Roem. & Schult.) Bernardi
Polyscias marchionensis,(F.Br.) Lowry & G.M.Plunkett
Polyscias mauritiana,Marais
Polyscias mayottensis,"Lowry, O.Pascal & Labat"
Polyscias meliifolia,(Craib) Lowry & G.M.Plunkett
Polyscias microbotrys,(Baill.) Harms
Polyscias mollis,(Benth.) Harms
Polyscias montana,(Ridl.) Lowry & G.M.Plunkett
Polyscias multibracteata,(Baker) Harms
Polyscias multijuga,(A.Gray) Harms
Polyscias murrayi,(F.Muell.) Harms
Polyscias myrsine,Bernardi
Polyscias neraudiana,(Drake) Harms ex R.Vig.
Polyscias nodosa,(Blume) Seem.
Polyscias nossibensis,(Drake) Harms
Polyscias oahuensis,(A.Gray) Lowry & G.M.Plunkett
Polyscias ornifolia,(Baker) Harms
Polyscias otopyrena,(Baill.) Lowry & G.M.Plunkett
Polyscias pachypedicellata,Lowry & Callm.
Polyscias pacifica,(Philipson) Lowry & G.M.Plunkett
Polyscias palmervandenbroekii,Bernardi
Polyscias pancheri,(Baill.) Harms
Polyscias paniculata,(DC.) Baker
Polyscias pleiosperma,(A.Gray) Lowry & G.M.Plunkett
Polyscias prolifera,(Philipson) Lowry & G.M.Plunkett
Polyscias pulgarensis,(Elmer) Lowry & G.M.Plunkett
Polyscias purpurea,C.T.White
Polyscias quintasii,Exell
Polyscias racemosa,(C.N.Forbes) Lowry & G.M.Plunkett
Polyscias rainaliorum,Bernardi
Polyscias reineckei,Harms
Polyscias repanda,(DC.) Baker
Polyscias revoluta,Lowry & G.M.Plunkett
Polyscias richardsiae,Bamps
Polyscias rivalsii,Bernardi
Polyscias rodriguesiana,(Marais) Lowry & G.M.Plunkett
Polyscias roemeriana,Harms
Polyscias royenii,Philipson
Polyscias rubiginosa,(Ridl.) Lowry & G.M.Plunkett
Polyscias rufosepala,(Ridl.) Lowry & G.M.Plunkett
Polyscias sambucifolia,(Sieber ex DC.) Harms
Polyscias samoensis,(A.Gray) Harms
Polyscias sandwicensis,(A.Gray) Lowry & G.M.Plunkett
Polyscias schmidii,Lowry
Polyscias schultzei,Harms
Polyscias scopoliae,(Baill.) Lowry
Polyscias scutellaria,(Burm.f.) Fosberg
Polyscias sechellarum,Baker
Polyscias serratifolia,(Miq.) Lowry & G.M.Plunkett
Polyscias sessiliflora,Marais
Polyscias sorongensis,Gibbs
Polyscias spectabilis,(Harms) Lowry & G.M.Plunkett
Polyscias stonei,(A.-L.Lim) Lowry & G.M.Plunkett
Polyscias stuhlmannii,Harms
Polyscias subcapitata,Kaneh.
Polyscias tafondroensis,(Drake) R.Vig.
Polyscias tahitensis,(Nadeaud) Harms
Polyscias thailandica,Lowry & G.M.Plunkett
Polyscias verrucosa,(Seem.) Lowry & G.M.Plunkett
Polyscias verticillata,B.C.Stone
Polyscias vieillardii,(Baill.) Lowry & G.M.Plunkett
Polyscias waialealae,(Rock) Lowry & G.M.Plunkett
Polyscias waimeae,(Wawra) Lowry & G.M.Plunkett
Polyscias weinmanniae,(Baill.) Harms
Polyscias wohlhauseri,Lowry & Callm.
Polyscias zanthoxyloides,(Baker) Harms
Polysphaeria acuminata,Verdc.
Polysphaeria arbuscula,K.Schum.
Polysphaeria braunii,K.Krause
Polysphaeria capuronii,Verdc.
Polysphaeria cleistocalyx,Verdc.
Polysphaeria dischistocalyx,Brenan
Polysphaeria grandiflora,Cavaco
Polysphaeria lanceolata,Hiern
Polysphaeria lepidocarpa,Verdc.
Polysphaeria macrantha,Brenan
Polysphaeria maxima,(Baill.) Cavaco
Polysphaeria multiflora,Hiern
Polysphaeria ntemii,S.E.Dawson & Gereau
Polysphaeria parvifolia,Hiern
Polysphaeria pedunculata,K.Schum. ex De Wild.
Polysphaeria tubulosa,(Baill.) Cavaco
Polyspora amboinensis,"(Miq.) Orel, Peter G.Wilson, Curry & Luu"
Polyspora ampla,"Orel, Curry & Luu"
Polyspora axillaris,(Roxb. ex Ker Gawl.) Sweet
Polyspora balansae,(Pit.) Hu
Polyspora bidoupensis,"(Gagnep.) Orel, Peter G.Wilson, Curry & Luu"
Polyspora borneensis,"(H.Keng) Orel, Peter G.Wilson, Curry & Luu"
Polyspora ceylanica,"(Wight) Orel, Peter G.Wilson, Curry & Luu"
Polyspora chrysandra,(Cowan) S.X.Yang
Polyspora concentricicatrix,"(Burkill) Orel, Peter G.Wilson, Curry & Luu"
Polyspora dalglieshiana,"(Craib) Orel, Peter G.Wilson, Curry & Luu"
Polyspora dassanayakei,"(Wadhwa & Weeras.) Orel, Peter G.Wilson, Curry & Luu"
Polyspora dipterosperma,"(Kurz) Orel, Peter G.Wilson, Curry & Luu"
Polyspora elliptica,"(Gardner) Orel, Peter G.Wilson, Curry & Lu"
Polyspora excelsa,"(Blume) Orel, Peter G.Wilson, Curry & Luu"
Polyspora gardneri,"Orel, Peter G.Wilson, Curry & Luu"
Polyspora gigantiflora,"(Gagnep.) Orel, Peter G.Wilson, Curry & Luu"
Polyspora gioii,"Luu, Tich & H.Tran"
Polyspora grandiflora,"(Merr.) Orel, Peter G.Wilson, Curry & Luu"
Polyspora hainanensis,(Hung T.Chang) C.X.Ye ex S.X.Yang
Polyspora havilandii,"(Burkill) Orel, Peter G.Wilson, Curry & Luu"
Polyspora hirtella,"(Ridl.) Orel, Peter G.Wilson, Curry & Luu"
Polyspora huongiana,"Orel, Curry & Luu"
Polyspora imbricata,"(King) Orel, Peter G.Wilson, Curry & Lu"
Polyspora integerrima,"(Miq.) Orel, Peter G.Wilson, Curry & Luu"
Polyspora intricata,"(Gagnep.) Orel, Peter G.Wilson, Curry & Luu"
Polyspora lanceifolia,"(Burkill) Orel, Peter G.Wilson, Curry & Luu"
Polyspora longicarpa,(Hung T.Chang) C.X.Ye ex S.X.Yang
Polyspora luzonica,"(S.Vidal) Orel, Peter G.Wilson, Curry & Luu"
Polyspora maingayi,"(Dyer) Orel, Peter G.Wilson, Curry & Luu"
Polyspora marginata,"(Korth.) Orel, Peter G.Wilson, Curry & Luu"
Polyspora multinervis,"(King) Orel, Peter G.Wilson, Curry & Luu"
Polyspora oblongifolia,"(Miq.) Orel, Peter G.Wilson, Curry & Luu"
Polyspora papuana,"(Kobuski) Orel, Peter G.Wilson, Curry & Luu"
Polyspora polisana,"(Burkill) Orel, Peter G.Wilson, Curry & Luu"
Polyspora sarawakensis,"(H.Keng) Orel, Peter G.Wilson, Curry & Luu"
Polyspora scortechinii,"(King) Orel, Peter G.Wilson, Curry & Luu"
Polyspora speciosa,(Kochs) B.M.Barthol. & T.L.Ming
Polyspora taipingensis,"(Burkill) Orel, Peter G.Wilson, Curry & Luu"
Polyspora tiantangensis,(L.L. Deng & G.S. Fan) S.X.Yang
Polyspora vulcanica,"(Korth.) Orel, Peter G.Wilson, Curry & Luu"
Polystemonanthus dinklagei,Harms
Pomaderris hamiltonii,L.B.Moore
Pomaderris parrisiae,N.G.Walsh
Pombalia phyllanthoides,(Planch. & Linden) Paula-Souza
Pombalia prunifolia,(Humb. & Bonpl. ex Willd.) Paula-Souza
Pometia pinnata,J.R.Forst. & G.Forst.
Pometia ridleyi,King
Pomphidea swartziana,Miers
Ponapea hentyi,(Essig) C.Lewis & Zona
Ponapea hosinoi,Kaneh.
Ponapea ledermanniana,Becc.
Ponapea palauensis,Kaneh.
Pongamiopsis amygdalina,(Baill.) R.Vig.
Pongamiopsis pervilleana,(Baill.) R.Vig.
Pongamiopsis viguieri,Du Puy & Labat
Popowia alata,S.K.Ganesan
Popowia beddomeana,Hook.f. & Thomson
Popowia fusca,King
Popowia helferi,Hook. f. & Thomson
Popowia hirta,Miq.
Popowia odoardi,Diels
Popowia pauciflora,Maingay ex Hook.f. & Thomson
Popowia perakensis,King
Popowia pisocarpa,(Blume) Endl. ex Walp.
Popowia tomentosa,Maingay ex Hook.f. & Thomson
Popowia velutina,King
Populus adenopoda,Maxim.
Populus alba,L.
Populus amurensis,Kom.
Populus angustifolia,E.James
Populus balsamifera,L.
Populus berkarensis,Poljakov
Populus brandegeei,C.K.Schneid.
Populus cathayana,Rehder
Populus ciliata,Wall. ex Royle
Populus ciupi,S.Y. Wang
Populus deltoides,W.Bartram ex Marshall
Populus euphratica,Olivier
Populus fremontii,S.Watson
Populus girinensis,Skvortsov
Populus glauca,Haines
Populus grandidentata,Michx.
Populus guzmanantlensis,A. Vázquez & Cuevas
Populus haoana,W.C.Cheng & Z.Wang
Populus heterophylla,L.
Populus honanensis,T.B.Chao & C.W.Chiuan
Populus hsinganica,C. Wang & Skvortsov
Populus hyrcana,Grossh.
Populus ilicifolia,(Engl.) Rouleau
Populus iliensis,Drobow
Populus intramongolica,T.Y. Sun & E.W. Ma
Populus kangdingensis,C. Wang & S.L. Tung
Populus keerqinensis,T.Y. Sun
Populus lancifolia,N. Chao
Populus lasiocarpa,Oliv.
Populus laurifolia,Ledeb.
Populus mainlingensis,C. Wang & S.L. Tung
Populus manshurica,Nakai
Populus mexicana,Wesm.
Populus minhoensis,S.F. Yang & H.F. Wu
Populus nakaii,Skvortsov
Populus nigra,L.
Populus ningshanica,C. Wang & S.L. Tung
Populus pamirica,Kom.
Populus platyphylla,T.Y. Sun
Populus pruinosa,Schrenk
Populus pseudoglauca,C. Wang & P.Y. Fu
Populus pseudomaximowiczii,C. Wang & S.L. Tung
Populus pseudosimonii,Kitag.
Populus qamdoensis,C. Wang & S.L. Tung
Populus qiongdaoensis,T. Hong & P. Luo
Populus schneideri,(Rehder) N. Chao
Populus shanxiensis,C. Wang & S.L. Tung
Populus simaroa,Rzed.
Populus simonii,Carrière
Populus suaveolens,Fisch. ex Camuzet
Populus szechuanica,C.K.Schneid.
Populus talassica,Kom.
Populus tremula,L.
Populus tremuloides,Michx.
Populus trichocarpa,Torr. & A.Gray ex Hook.
Populus trinervis,C. Wang & S.L. Tung
Populus wenxianica,Z.C. Feng & J.L. Guo ex G.H. Zhu
Populus wuana,C. Wang & S.L. Tung
Populus wulianensis,S.B.Liang & X.W.Li
Populus xiangchengensis,Z. Wang & S.L. Tung
Populus yatungensis,(Z. Wang & P.Y. Fu) C. Wang & S.L. Tung
Populus yuana,C. Wang & S.L. Tung
Populus yunnanensis,Dode
Poraqueiba guianensis,Aubl.
Poraqueiba paraensis,Ducke
Poraqueiba sericea,Tul.
Porcelia macrocarpa,R.E.Fr.
Porcelia magnifructa,(Schery) R.E. Fr.
Porcelia mediocris,N.A. Murray
Porcelia nitidifolia,Ruiz & Pav.
Porcelia ponderosa,(Rusby) Rusby
Porcelia steinbachii,(Diels) R.E. Fr.
Porcelia venezuelensis,Pittier
Porlieria angustifolia,(Engelm.) A. Gray
Porlieria chilensis,I.M.Johnst.
Porlieria microphylla,"(Baill.) Descole, O'Donell & Lourteig"
Porocystis acuminata,(Radlk.) Acev.-Rodr.
Porocystis toulicioides,Radlk.
Porterandia anisophylla,(Jack ex Roxb.) Ridl.
Porterandia beamanii,Zahid
Porterandia bruneiensis,Zahid
Porterandia catappifolia,Ridl.
Porterandia celebica,Zahid
Porterandia chanii,Zahid
Porterandia congestiflora,Zahid
Porterandia dinghoui,Zahid & K.M.Wong
Porterandia glabrifolia,Ridl.
Porterandia grandifolia,Ridl.
Porterandia hosei,(Merr.) Zahid
Porterandia kalimantanensis,Zahid
Porterandia lambirensis,Zahid
Porterandia laxiflora,Zahid
Porterandia macroptera,(Miq.) Tirveng.
Porterandia minor,Ridl.
Porterandia pauciflora,Ridl.
Porterandia postarii,Zahid
Porterandia puffii,Zahid
Porterandia rarissima,Zahid
Porterandia scortechinii,(King & Gamble) Ridl.
Porterandia subsessilis,(Valeton) Ridl.
Portlandia grandiflora,L.
Portlandia harrisii,Britton
Portlandia microsepala,Urb.
Portlandia platantha,Hook.f.
Portulacaria afra,Jacq.
Portulacaria carrissoana,(Exell & Mendonça) Bruyns & Klak
Portulacaria namaquensis,Sond.
Posoqueria acutifolia,Mart.
Posoqueria bahiensis,Macias & L.S.Kinosh.
Posoqueria chocoana,C.M.Taylor
Posoqueria coriacea,M.Martens & Galeotti
Posoqueria correana,C.M.Taylor
Posoqueria costaricensis,C.M.Taylor
Posoqueria fragrantissima,Linden & André
Posoqueria grandiflora,Standl.
Posoqueria grandifructa,Hammel & C.M.Taylor
Posoqueria laevis,C.M.Taylor
Posoqueria latifolia,(Rudge) Schult.
